REGIONAL;GERENTE;GRUPO ECONOMICO;NOME SIGA;Inscritos ENEM 25.1;Inscritos Total CPF Único;Inscritos EX ENEM;Adiantamento da VCP - Nov;Adiantamento da VCP - Jan;TOP 25;Possui time comercial;Quantidade time comercial;% do CE nas matrículas do Polo;Aportes;Expectativa Matricula Enem;META 100% ONLINE;REAL 25.1;% META;META HIBRIDO;REAL 25.1;% META;META PRESENCIAL;REAL 25.1;% META;META HIBRIDO LAB;REAL 25.1;% META;META TOTAL;REAL 25.1;% META
SUL;TBD;GE2-ANDRE LUIZ BETTIO/FABIANE BONETI;[ANHANGUERA/UNOPAR] - CACADOR/SC - I(3084);474;1033;559;SIM; NÃO;NÃO;SIM;1;67%;1;62;472;262;55%;143;78;54%;0;0;0%;128;90;70%;744;430;58%
SUL;TBD;GE3-LUCIANO CARDOZO;[ANHANGUERA/UNOPAR] - CACAPAVA DO SUL/RS - I(12333375);85;208;123;SIM; NÃO;NÃO;SIM;2;0%;1;2;189;89;47%;52;13;25%;0;0;0%;69;39;57%;310;142;46%
CENTRO OESTE/NORTE;GLAUCIA RIBEIRO;GE5-ALANDERSON KROMINSKI;[ANHANGUERA/UNOPAR] - CACERES/MT - I(3729);595;640;45;SIM; NÃO;NÃO;SIM;2;2%;1;9;243;97;40%;11;2;18%;0;0;0%;110;30;27%;364;129;35%
NORDESTE;EM BRANCO;SEM INF;[ANHANGUERA/UNOPAR] - CACHOEIRA/BA - I(15074682);0;2;2;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;EM BRANCO;SEM INF;[ANHANGUERA/UNOPAR] - CACHOEIRINHA/PE - I(15009588);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
CENTRO OESTE/NORTE;GLAUCIA RIBEIRO;GE9-GRUPO VIRTUS;[ANHANGUERA/UNOPAR] - CACOAL/RO - I(3721);451;597;146;SIM; NÃO;SIM;SIM;2;66%;1;1;192;74;39%;9;10;113%;0;0;0%;8;32;392%;209;116;56%
NORDESTE;MARCOS SANTOS;GE3-ELZA LEAL DOS SANTOS FERREIRA;[ANHANGUERA/UNOPAR] - CACULE/BA - I(14656130);0;34;34;SIM; NÃO;NÃO;NÃO;0;0%;0;0;61;11;18%;0;0;0%;0;0;0%;0;0;0%;61;11;18%
SUL;TBD;GE8-LEONEL STALLBAUM;[ANHANGUERA/UNOPAR] - CAIBATE/RS - I(15233342);0;31;31;SIM; SIM;SIM;SIM;1;0%;0;0;25;6;24%;0;0;0%;0;0;0%;1;0;0%;26;6;23%
SUL;ANTONIO FERNANDES;GE9-LEANDRO MORENO GARCIA;[ANHANGUERA/UNOPAR] - CAIBI/SC - I(15074683);108;116;8;SIM; SIM;SIM;NÃO;0;0%;0;0;82;12;15%;0;0;0%;0;0;0%;11;0;0%;93;12;13%
NORDESTE;TATIANE ALMEIDA;GI-URBAN BATISTA COSTA;[ANHANGUERA/UNOPAR] - CAICO/RN - I(1051539);1282;1461;179;SIM; NÃO;NÃO;SIM;3;20%;1;129;206;93;45%;157;68;43%;0;0;0%;157;120;76%;520;281;54%
CENTRO OESTE/NORTE;CARLOS SOARES;GE6-REGES MAURO MENEZES BRAGA;[ANHANGUERA/UNOPAR] - CALDAS NOVAS/GO - I(4270);1;303;302;SIM; NÃO;NÃO;SIM;1;6%;1;0;182;91;50%;32;14;44%;0;0;0%;100;55;55%;314;160;51%
NORDESTE;MARCOS SANTOS;GE7-JOSE CARLOS ANDRADE NUNES;[ANHANGUERA/UNOPAR] - CAMACAN/BA - I(13880527);215;563;348;SIM; NÃO;SIM;SIM;1;0%;1;8;76;26;34%;0;0;0%;0;0;0%;4;1;23%;80;27;34%
NORDESTE;MARCOS SANTOS;GE4-GUSTAVO COSTA;[ANHANGUERA/UNOPAR] - CAMACARI/BA - I(11354952);78;236;158;SIM; NÃO;NÃO;SIM;2;0%;1;0;166;64;38%;0;0;0%;0;0;0%;12;1;8%;178;71;40%
NORDESTE;MARCOS SANTOS;GE7-JOSE CARLOS ANDRADE NUNES;[ANHANGUERA/UNOPAR] - CAMAMU/BA - I(14638341);424;374;-50;SIM; NÃO;SIM;NÃO;0;0%;1;4;158;65;41%;0;0;0%;0;0;0%;2;1;47%;160;66;41%
SUDESTE;EM BRANCO;SEM INF;[ANHANGUERA/UNOPAR] - CAMANDUCAIA/MG - I(14028780);1;25;24;SIM; SIM;NÃO;SIM;3;0%;0;0;35;7;20%;0;0;0%;0;0;0%;1;0;0%;36;7;19%
SUL;TBD;GE3-ALVARO MADRUGA;[ANHANGUERA/UNOPAR] - CAMAQUA/RS - I(5729);0;75;75;SIM; NÃO;NÃO;NÃO;0;0%;0;0;136;32;24%;0;0;0%;0;0;0%;2;3;140%;138;35;25%
NORDESTE;RODRIGO BONFIM;GE4-MARCOS ANTONIO TAVARES CANDIDO DA SILVA;[ANHANGUERA/UNOPAR] - CAMARAGIBE/PE - I(12333381);566;458;-108;SIM; SIM;NÃO;NÃO;0;0%;1;0;89;33;37%;0;0;0%;0;0;0%;5;1;20%;94;34;36%
SUL;ANTONIO FERNANDES;GI-ERLI DE PADUA RIBEIRO;[ANHANGUERA/UNOPAR] - CAMBE/PR - I(1059412);243;475;232;SIM; NÃO;NÃO;SIM;2;0%;1;0;300;91;30%;1;4;343%;0;0;0%;13;5;38%;315;100;32%
SUL;ANTONIO FERNANDES;GI-DEBORA APARECIDA CUSTODIO;[ANHANGUERA/UNOPAR] - CAMPINA GRANDE DO SUL/PR - II(14565556);3;58;55;SIM; NÃO;NÃO;NÃO;0;33%;0;0;48;13;27%;0;0;0%;0;0;0%;5;1;18%;53;14;26%
NORDESTE;TATIANE ALMEIDA;GE3-ALMIR JOSE DA COSTA;[ANHANGUERA/UNOPAR] - CAMPINA GRANDE/PB - I(1051542);4719;4574;-145;SIM; NÃO;NÃO;NÃO;0;41%;1;15;616;191;31%;289;119;41%;0;0;0%;291;169;58%;1196;479;40%
CENTRO OESTE/NORTE;CARLOS SOARES;GE2-ANA BEATRIZ THEODORO DOS ANJOS;[ANHANGUERA/UNOPAR] - CAMPINORTE/GO - I(15155068);0;72;72;SIM; NÃO;NÃO;NÃO;0;0%;0;0;91;27;30%;0;0;0%;0;0;0%;1;2;199%;92;29;32%
SUDESTE;CONSUELO NOBREGA;GE15-EVANDO LOPES;[ANHANGUERA/UNOPAR] - CAMPO BELO/MG - I(11088903);295;430;135;SIM; NÃO;SIM;SIM;2;0%;1;7;103;35;34%;0;0;0%;0;0;0%;109;38;35%;212;73;34%
SUL;TBD;GE5-GRUPO BERGER;[ANHANGUERA/UNOPAR] - CAMPO ERE/SC - I(13922607);18;106;88;SIM; NÃO;NÃO;SIM;8;65%;0;1;144;69;48%;0;0;0%;0;0;0%;0;3;0%;144;72;50%
SUL;EM BRANCO;SEM INF;[ANHANGUERA/UNOPAR] - CAMPO LARGO/PR - I(1059152);0;4;4;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;RODRIGO BONFIM;GE4-YSLLA HANNA MENESES BRANDAO E MENDES;[ANHANGUERA/UNOPAR] - CAMPO MAIOR/PI - I(1051676);637;327;-310;SIM; NÃO;NÃO;NÃO;0;52%;1;20;118;32;27%;64;26;41%;0;0;0%;84;29;34%;266;87;33%
SUL;ANTONIO FERNANDES;GI-MALU MOSTAGI ARANDA;[ANHANGUERA/UNOPAR] - CAMPO MOURAO/PR - I(1051677);285;469;184;SIM; NÃO;NÃO;SIM;1;0%;1;0;136;48;35%;9;5;54%;0;0;0%;80;32;40%;225;85;38%
CENTRO OESTE/NORTE;GLAUCIA RIBEIRO;GE5-ALANDERSON KROMINSKI;[ANHANGUERA/UNOPAR] - CAMPO NOVO DO PARECIS/MT - I(3722);275;364;89;SIM; NÃO;NÃO;SIM;1;0%;1;28;201;83;41%;70;30;43%;0;0;0%;115;58;50%;386;171;44%
SUL;EM BRANCO;SEM INF;[ANHANGUERA/UNOPAR] - CAMPOS BORGES/RS - I(13923468);0;2;2;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUL;TBD;GI-GIANCARLO BERGER TOGNON;[ANHANGUERA/UNOPAR] - CAMPOS NOVOS/SC - I(3974);192;432;240;SIM; NÃO;NÃO;SIM;1;4%;0;8;163;59;36%;1;4;360%;0;0;0%;95;48;51%;258;111;43%
CENTRO OESTE/NORTE;BERLITO FERREIRA;GE3-EDIVALDO MACHADO BARBALHO;[ANHANGUERA/UNOPAR] - CANAA DOS CARAJAS/PA - I(13953803);0;398;398;SIM; NÃO;SIM;SIM;3;0%;0;0;188;51;27%;13;49;377%;0;0;0%;194;238;123%;395;338;86%
CENTRO OESTE/NORTE;GLAUCIA RIBEIRO;GE2-ANA MARIA CARVALHO;[ANHANGUERA/UNOPAR] - CANARANA/MT - I(4275);172;326;154;SIM; NÃO;NÃO;NÃO;0;6%;0;42;159;56;35%;41;27;66%;0;0;0%;128;67;52%;329;150;46%
CENTRO OESTE/NORTE;GLAUCIA RIBEIRO;GE5-PAULO CESAR PIRES ANDRADE;[ANHANGUERA/UNOPAR] - CANDEIAS DO JAMARI/RO - I(12176082);131;176;45;SIM; NÃO;SIM;NÃO;0;0%;0;27;78;31;40%;22;12;54%;0;0;0%;2;1;49%;102;44;43%
NORDESTE;MARCOS SANTOS;GE5-CRISTIANE ASSUNCAO CORDEIRO;[ANHANGUERA/UNOPAR] - CANDEIAS/BA - I(11346049);0;104;104;SIM; NÃO;NÃO;SIM;1;0%;0;0;77;21;27%;0;0;0%;0;0;0%;8;3;40%;84;27;32%
NORDESTE;EM BRANCO;SEM INF;[ANHANGUERA/UNOPAR] - CANDIBA/BA - I(15031777);0;1;1;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;EM BRANCO;SEM INF;[ANHANGUERA/UNOPAR] - CANDIDO SALES/BA - I(12614787);0;20;20;SIM; NÃO;NÃO;SIM;2;0%;0;0;39;2;5%;0;0;0%;0;0;0%;0;0;0%;39;2;5%
SUL;TBD;GE4-SCHMIDT;[ANHANGUERA/UNOPAR] - CANELA/RS - II(15059716);0;88;88;SIM; NÃO;NÃO;SIM;2;14%;0;0;75;23;31%;0;0;0%;0;0;0%;8;0;0%;82;26;32%
SUL;TBD;GE3-ALVARO MADRUGA;[ANHANGUERA/UNOPAR] - CANGUCU/RS - I(3088);0;232;232;SIM; NÃO;NÃO;NÃO;0;0%;0;0;84;36;43%;71;20;28%;0;0;0%;29;19;65%;185;75;41%
SUL;TBD;GE2-MARCELA RIGO DE SOUZA;[ANHANGUERA/UNOPAR] - CANOAS/RS - I(3089);528;1842;1314;SIM; NÃO;NÃO;NÃO;0;2%;1;2;595;177;30%;112;48;43%;0;0;0%;429;109;25%;1136;335;29%
CENTRO OESTE/NORTE;BERLITO FERREIRA;GE2-LUIZ MARCOS DE BARROS JUNIOR;[ANHANGUERA/UNOPAR] - CAPANEMA/PA - I(1051544);898;1184;286;SIM; NÃO;NÃO;SIM;3;58%;0;50;250;111;44%;29;26;90%;0;0;0%;311;194;62%;590;332;56%
NORDESTE;EM BRANCO;SEM INF;[ANHANGUERA/UNOPAR] - CAPELA/SE - I(11088905);0;1;1;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUDESTE;MARCOS MALACARNE;GE5-DANIELA MOTA;[ANHANGUERA/UNOPAR] - CAPELINHA/MG - I(1059563);346;468;122;SIM; NÃO;NÃO;SIM;3;0%;0;22;289;89;31%;6;1;17%;0;0;0%;119;43;36%;414;133;32%
CENTRO OESTE/NORTE;BERLITO FERREIRA;GE2-LUIZ MARCOS DE BARROS JUNIOR;[ANHANGUERA/UNOPAR] - CAPITAO POCO/PA - I(14364537);137;302;165;SIM; NÃO;NÃO;SIM;1;33%;0;0;54;25;46%;2;2;100%;0;0;0%;94;78;83%;150;105;70%
SUL;TBD;GI-RUY CARLOS CAMINI;[ANHANGUERA/UNOPAR] - CARAZINHO/RS - I(24156);0;207;207;SIM; NÃO;NÃO;SIM;3;59%;1;0;187;88;47%;43;25;58%;0;0;0%;25;7;28%;255;120;47%
CENTRO OESTE/NORTE;BERLITO FERREIRA;GI-ADRIANA MARMACENA;[ANHANGUERA/UNOPAR] - CAREIRO/AM - I(15274656);0;43;43;SIM; NÃO;NÃO;NÃO;0;0%;0;0;27;9;34%;0;0;0%;0;0;0%;0;0;0%;27;9;34%
SUDESTE;SILVIA CUNHA;GE5-PAULA ROBERTA NIQUINI RIBEIRO LOPES DE SA;[ANHANGUERA/UNOPAR] - CARIACICA/ES - I(12295927);176;625;449;SIM; NÃO;NÃO;SIM;7;0%;0;0;386;130;34%;2;3;133%;0;0;0%;67;16;24%;456;149;33%
NORDESTE;MARCOS SANTOS;GE4-LENIR ROSA DE SOUZA OLIVEIRA;[ANHANGUERA/UNOPAR] - CARINHANHA/BA - I(13945694);232;215;-17;SIM; NÃO;NÃO;SIM;2;0%;0;2;32;17;54%;0;0;0%;0;0;0%;2;0;0%;34;17;50%
SUL;TBD;GE3-ROMARIO GASPARETTO;[ANHANGUERA/UNOPAR] - CARLOS BARBOSA/RS - I(14601120);0;26;26;SIM; NÃO;NÃO;SIM;1;0%;0;0;50;7;14%;0;0;0%;0;0;0%;1;0;0%;51;7;14%
SUDESTE;EM BRANCO;SEM INF;[ANHANGUERA/UNOPAR] - CARMOPOLIS DE MINAS/MG - I(15075861);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;EM BRANCO;SEM INF;[ANHANGUERA/UNOPAR] - CAROLINA/MA - I(14023498);0;3;3;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;EM BRANCO;GE2-GRAZIHELY BERENICE FERNANDES;[ANHANGUERA/UNOPAR] - CARUARU/PE - I(3092);3501;3728;227;SIM; NÃO;NÃO;SIM;3;25%;0;6;283;32;11%;67;26;39%;0;0;0%;50;10;20%;399;68;17%
SUL;ANTONIO FERNANDES;GI-ANA VALERIA MACHADO DE NEGRI FERREIRA;[ANHANGUERA/UNOPAR] - CASCAVEL/PR - I(1051546);939;1198;259;SIM; SIM;NÃO;NÃO;0;0%;0;6;525;199;38%;48;36;75%;0;0;0%;211;90;43%;784;325;41%
SUDESTE;EM BRANCO;SEM INF;[ANHANGUERA/UNOPAR] - CASSIA/MG - I(13825841);0;3;3;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;MARCOS SANTOS;GE2-ADINALDO SANTOS DE JESUS;[ANHANGUERA/UNOPAR] - CASTRO ALVES/BA - I(11872978);1;35;34;SIM; NÃO;NÃO;NÃO;0;0%;0;0;34;10;30%;0;0;0%;0;0;0%;0;0;0%;34;11;33%
SUDESTE;CONSUELO NOBREGA;GE3-ELIANE CRISTINA PEREIRA DE MEDEIROS;[ANHANGUERA/UNOPAR] - CATAGUASES/MG - I(4039);157;231;74;SIM; NÃO;NÃO;SIM;3;7%;0;1;138;67;49%;0;7;0%;0;0;0%;37;7;19%;174;81;46%
SUL;TBD;GE2-VICTORIA MARIA WENDT;[ANHANGUERA/UNOPAR] - CAXIAS DO SUL/RS - I(3093);1;505;504;SIM; SIM;NÃO;SIM;1;38%;1;0;252;128;51%;3;47;1409%;0;0;0%;9;14;163%;264;189;72%
CENTRO OESTE/NORTE;GLAUCIA RIBEIRO;GE9-GRUPO VIRTUS;[ANHANGUERA/UNOPAR] - CEREJEIRAS/RO - I(3725);219;406;187;SIM; NÃO;SIM;SIM;2;4%;1;21;207;82;40%;10;2;20%;0;0;0%;117;112;96%;334;196;59%
REVENUE SHARE;JOAO BOIANI;GE11-MATTIELLO;[ANHANGUERA/UNOPAR] - CHAPECO/SC - I(4049);646;1499;853;SIM; NÃO;SIM;SIM;3;21%;1;83;499;276;55%;195;135;69%;90;38;42%;414;208;50%;1198;657;55%
REVENUE SHARE;JOAO BOIANI;GE11-MATTIELLO;[ANHANGUERA/UNOPAR] - CHAPECO/SC - II(15074687);143;370;227;SIM; NÃO;SIM;NÃO;0;0%;0;39;366;122;33%;0;0;0%;0;0;0%;18;7;38%;384;131;34%
SUL;ANTONIO FERNANDES;GE4-LEILA JAQUELINE SEIBOLD;[ANHANGUERA/UNOPAR] - CIANORTE/PR - I(11346050);0;118;118;SIM; NÃO;NÃO;NÃO;0;25%;0;0;84;40;48%;17;1;6%;0;0;0%;7;3;45%;108;44;41%
CENTRO OESTE/NORTE;CARLOS SOARES;GI-JOAO ARAUJO DOS SANTOS;[ANHANGUERA/UNOPAR] - CIDADE OCIDENTAL/GO - I(3094);92;256;164;SIM; NÃO;NÃO;SIM;1;6%;0;12;108;74;69%;0;0;0%;0;0;0%;10;5;50%;118;88;75%
SUDESTE;MARCOS MALACARNE;GE5-REGINALDO MARCELINO DE OLIVEIRA;[ANHANGUERA/UNOPAR] - CLAUDIO/MG - I(14908187);118;257;139;SIM; SIM;NÃO;SIM;4;0%;0;4;49;23;47%;0;0;0%;0;0;0%;6;0;0%;55;24;43%
NORDESTE;RODRIGO BONFIM;GI-EDVALDO PEREIRA DA SILVA;[ANHANGUERA/UNOPAR] - COELHO NETO/MA - I(12333395);0;192;192;SIM; NÃO;NÃO;SIM;2;33%;0;0;161;75;47%;2;2;100%;0;0;0%;60;65;109%;223;142;64%
CENTRO OESTE/NORTE;GLAUCIA RIBEIRO;GI-ELZIRA MARIA BALDO;[ANHANGUERA/UNOPAR] - COLIDER/MT - I(3099);261;436;175;SIM; NÃO;NÃO;SIM;1;5%;0;7;154;86;56%;37;28;76%;0;0;0%;28;13;47%;218;127;58%
CENTRO OESTE/NORTE;BERLITO FERREIRA;GI-SUELENA ALVES DE CARVALHO TORRES;[ANHANGUERA/UNOPAR] - COLINAS DO TOCANTINS/TO - I(3727);733;1100;367;SIM; NÃO;NÃO;SIM;2;0%;1;130;223;72;32%;83;89;107%;0;0;0%;308;222;72%;615;383;62%
SUL;ANTONIO FERNANDES;GE4-RICARDO JEAN GOMES;[ANHANGUERA/UNOPAR] - COLOMBO/PR - I(11604648);52;607;555;SIM; NÃO;NÃO;SIM;2;37%;1;0;215;124;58%;6;3;51%;0;0;0%;55;27;49%;276;154;56%
SUL;ANTONIO FERNANDES;GE4-RICARDO JEAN GOMES;[ANHANGUERA/UNOPAR] - COLOMBO/PR - II(15119933);7;101;94;SIM; NÃO;NÃO;SIM;2;29%;0;71;61;28;46%;0;0;0%;0;0;0%;0;0;0%;61;28;46%
CENTRO OESTE/NORTE;GLAUCIA RIBEIRO;GE9-GRUPO VIRTUS;[ANHANGUERA/UNOPAR] - COLORADO DO OESTE/RO - I(15074688);156;187;31;SIM; NÃO;SIM;SIM;1;0%;0;9;85;49;58%;0;0;0%;0;0;0%;0;0;0%;85;49;58%
SUL;EM BRANCO;SEM INF;[ANHANGUERA/UNOPAR] - COLORADO/PR - I(15134227);0;2;2;NÃO; SIM;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
REVENUE SHARE;JOAO BOIANI;GE9-CHIOCCHETTA;[ANHANGUERA/UNOPAR] - CONCORDIA/SC - I(3100);500;1066;566;SIM; NÃO;SIM;SIM;2;32%;1;253;437;171;39%;187;127;68%;60;23;38%;199;145;73%;883;466;53%
CENTRO OESTE/NORTE;GLAUCIA RIBEIRO;GE3-MARIA LUCIA LOURENCO;[ANHANGUERA/UNOPAR] - CONFRESA/MT - I(11920814);1;288;287;SIM; NÃO;NÃO;SIM;1;0%;0;93;205;111;54%;1;12;1081%;0;0;0%;101;94;93%;307;217;71%
SUDESTE;CONSUELO NOBREGA;GI-LUIZ GONZAGA DA SILVA;[ANHANGUERA/UNOPAR] - CONGONHAS/MG - I(3976);0;160;160;SIM; NÃO;NÃO;SIM;1;18%;0;0;120;58;48%;0;0;0%;0;0;0%;46;11;24%;166;72;43%
SUDESTE;CONSUELO NOBREGA;GI-CHARLES BASILIO DE OLIVEIRA;[ANHANGUERA/UNOPAR] - CONSELHEIRO LAFAIETE/MG - I(1059153);0;179;179;SIM; NÃO;NÃO;NÃO;0;0%;0;0;0;29;0%;0;0;0%;0;0;0%;0;14;0%;0;43;0%
SUDESTE;MARCOS MALACARNE;GE4-MARLEY BRANDAO DE MEDEIROS;[ANHANGUERA/UNOPAR] - CONSELHEIRO PENA/MG - I(14005953);249;290;41;SIM; NÃO;NÃO;SIM;7;0%;0;0;35;14;40%;0;0;0%;0;0;0%;0;0;0%;35;14;40%
SUDESTE;MARCOS MALACARNE;GE14-IDAMO ANTONIO IACOMINI JUNIOR;[ANHANGUERA/UNOPAR] - CONTAGEM/MG - III(14539947);86;348;262;SIM; NÃO;NÃO;SIM;4;0%;0;15;113;45;40%;47;22;47%;0;0;0%;16;5;32%;175;77;44%
SUDESTE;MARCOS MALACARNE;GE11-IZAURO GUIMARAES;[ANHANGUERA/UNOPAR] - CORACAO DE JESUS/MG - I(15044928);22;48;26;SIM; NÃO;SIM;SIM;6;0%;0;0;67;5;8%;0;0;0%;0;0;0%;2;0;0%;69;5;7%
SUL;ANTONIO FERNANDES;GI-JOAO LUIZ MARIUCCI PIMENTA;[ANHANGUERA/UNOPAR] - CORNELIO PROCOPIO/PR - I(3071);691;1095;404;SIM; SIM;NÃO;SIM;2;0%;0;144;385;193;50%;82;29;36%;0;0;0%;135;92;68%;602;314;52%
SUL;EM BRANCO;SEM INF;[ANHANGUERA/UNOPAR] - CORNELIO PROCOPIO/PR - II(2005059);0;3;3;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUL;TBD;GE4-DANIELA ROBERTI ELEGEDA;[ANHANGUERA/UNOPAR] - CORONEL BICACO/RS - I(15048311);0;26;26;SIM; NÃO;NÃO;SIM;1;0%;0;0;27;16;59%;0;0;0%;0;0;0%;0;0;0%;27;16;59%
SUDESTE;MARCOS MALACARNE;GI-GERCELIA HEMETRIO CALDEIRA CAMPOS;[ANHANGUERA/UNOPAR] - CORONEL FABRICIANO/MG - I(11604649);6;384;378;SIM; NÃO;NÃO;SIM;1;0%;0;2;53;48;90%;1;3;257%;0;0;0%;4;8;191%;59;61;104%
SUL;TBD;GE5-GRUPO BERGER;[ANHANGUERA/UNOPAR] - CORONEL MARTINS/SC - I(15016491);0;84;84;SIM; NÃO;NÃO;SIM;7;92%;0;0;50;27;54%;0;0;0%;0;0;0%;0;0;0%;50;27;54%
SUL;EM BRANCO;SEM INF;[ANHANGUERA/UNOPAR] - CORONEL VIVIDA/PR - I(1059477);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;EM BRANCO;SEM INF;[ANHANGUERA/UNOPAR] - CORRENTINA/BA - I(14632162);0;3;3;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
CENTRO OESTE/NORTE;CARLOS SOARES;GE6-REGES MAURO MENEZES BRAGA;[ANHANGUERA/UNOPAR] - CORUMBAIBA/GO - I(15215127);0;57;57;SIM; NÃO;NÃO;NÃO;0;0%;0;0;29;12;41%;0;0;0%;0;0;0%;2;0;0%;31;12;39%
NORDESTE;MARCOS SANTOS;GE4-BENEDITO ANADAO;[ANHANGUERA/UNOPAR] - CORURIPE/AL - I(1059615);221;276;55;SIM; SIM;NÃO;SIM;4;100%;0;3;50;17;34%;70;19;27%;0;0;0%;0;3;0%;119;39;33%
SUL;TBD;GE3-GILIANO DE JESUS;[ANHANGUERA/UNOPAR] - CRICIUMA/SC - I(15085315);17;117;100;SIM; NÃO;NÃO;NÃO;0;0%;0;0;99;24;24%;0;0;0%;0;0;0%;5;2;37%;105;27;26%
NORDESTE;MARCOS SANTOS;GI-MAURICIO VITOR SANTOS DE JESUS;[ANHANGUERA/UNOPAR] - CRISOPOLIS/BA - I(15188681);0;50;50;SIM; NÃO;NÃO;NÃO;0;0%;0;0;70;35;50%;0;0;0%;0;0;0%;4;0;0%;74;35;47%
SUL;TBD;GE8-ELIO WINCK;[ANHANGUERA/UNOPAR] - CRISSIUMAL/RS - I(4051);137;119;-18;SIM; NÃO;NÃO;NÃO;0;0%;0;69;114;38;33%;23;22;94%;0;0;0%;16;15;93%;154;75;49%
SUL;TBD;GE2-CAROLINE DALVA;[ANHANGUERA/UNOPAR] - CRUZ ALTA/RS - I(6062);0;484;484;SIM; NÃO;NÃO;SIM;5;0%;0;0;285;122;43%;85;48;57%;0;0;0%;268;188;70%;638;358;56%
CENTRO OESTE/NORTE;CARLOS SOARES;GE9-GRUPO VIRTUS;[ANHANGUERA/UNOPAR] - CRUZEIRO DO SUL/AC - I(4040);536;831;295;SIM; SIM;SIM;SIM;2;0%;1;22;391;155;40%;7;5;72%;0;0;0%;111;99;89%;510;259;51%
CENTRO OESTE/NORTE;GLAUCIA RIBEIRO;GE3-FRANKES MARCIO BATISTA;[ANHANGUERA/UNOPAR] - CUIABA/MT - II(5740);150;479;329;SIM; NÃO;NÃO;SIM;3;39%;0;62;321;105;33%;141;53;38%;0;0;0%;64;15;23%;526;173;33%
CENTRO OESTE/NORTE;GLAUCIA RIBEIRO;GE3-FRANKES MARCIO BATISTA;[ANHANGUERA/UNOPAR] - CUIABA/MT - X(1059438);152;480;328;SIM; SIM;NÃO;SIM;3;62%;0;33;296;128;43%;113;40;35%;0;0;0%;133;59;45%;542;227;42%
SUL;ANTONIO FERNANDES;GE3-KETRIN CRISTINE DOS SANTOS;[ANHANGUERA/UNOPAR] - CURITIBA/PR - I(3728);423;530;107;SIM; NÃO;NÃO;SIM;3;0%;0;0;114;54;47%;0;0;0%;0;0;0%;16;3;18%;130;59;45%
SUL;ANTONIO FERNANDES;GE3-KETRIN CRISTINE DOS SANTOS;[ANHANGUERA/UNOPAR] - CURITIBA/PR - II(1051548);1692;1964;272;SIM; NÃO;NÃO;SIM;3;8%;1;0;280;82;29%;33;12;37%;0;0;0%;124;67;54%;437;162;37%
SUL;ANTONIO FERNANDES;GE8-BRUNA ELISE SAUER LEAL;[ANHANGUERA/UNOPAR] - CURITIBA/PR - III(14602314);562;823;261;SIM; NÃO;NÃO;NÃO;0;9%;1;7;281;127;45%;28;17;61%;0;0;0%;16;10;61%;325;157;48%
SUL;EM BRANCO;SEM INF;[ANHANGUERA/UNOPAR] - CURITIBA/PR - IV(14652625);0;5;5;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUL;ANTONIO FERNANDES;GE3-KETRIN CRISTINE DOS SANTOS;[ANHANGUERA/UNOPAR] - CURITIBA/PR - IX(16015656);1030;810;-220;SIM; NÃO;NÃO;SIM;4;0%;0;0;105;64;61%;0;0;0%;0;0;0%;1;3;273%;106;67;63%
SUL;EM BRANCO;SEM INF;[ANHANGUERA/UNOPAR] - CURITIBA/PR - V(15000827);0;0;0;NÃO; SIM;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
