REGIONAL;GERENTE;GRUPO ECONOMICO;NOME SIGA;Inscritos ENEM 25.1;Inscritos Total CPF Único;Inscritos EX ENEM;Adiantamento da VCP - Nov;Adiantamento da VCP - Jan;TOP 25;Possui time comercial;Quantidade time comercial;% do CE nas matrículas do Polo;Aportes;Expectativa Matricula Enem;META 100% ONLINE;REAL 25.1;% META;META HIBRIDO;REAL 25.1;% META;META PRESENCIAL;REAL 25.1;% META;META HIBRIDO LAB;REAL 25.1;% META;META TOTAL;REAL 25.1;% META
CENTRO OESTE/NORTE;EM BRANCO;SEM INF;[UNOPAR] - ITUPIRANGA/PA - I(1059470);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUL;EM BRANCO;SEM INF;[UNOPAR] - ITUPORANGA/SC - I(12881569);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUDESTE;EM BRANCO;SEM INF;[UNOPAR] - IUNA/ES - I(12333397);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;EM BRANCO;SEM INF;[UNOPAR] - JABOATAO DOS GUARARAPES/PE - I(1074486);0;1;1;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;EM BRANCO;SEM INF;[UNOPAR] - JACARAU/PB - I(15030101);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
CENTRO OESTE/NORTE;EM BRANCO;SEM INF;[UNOPAR] - JACI PARANA/RO - I(15014993);0;2;2;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
CENTRO OESTE/NORTE;EM BRANCO;SEM INF;[UNOPAR] - JACI PARANA/RO - I(17111263);0;3;3;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
REVENUE SHARE;FERNANDO GONTIJO;GE7-JOSE RICARDO REQUIAO & MARIA ALICE;[UNOPAR] - JACOBINA/BA - I(3994);431;976;545;SIM; NÃO;SIM;SIM;4;0%;0;92;190;81;43%;43;23;54%;60;32;53%;241;146;61%;533;282;53%
SUL;EM BRANCO;SEM INF;[UNOPAR] - JAGUAPITA/PR - I(15268957);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUDESTE;SILVIA CUNHA;GE2-EDILANE ARAUJO CASTRO;[UNOPAR] - JAGUARE/ES - I(14616544);0;45;45;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;29;12;42%;0;0;0%;0;0;0%;1;0;0%;30;12;40%
NORDESTE;RODRIGO BONFIM;GE2-ANDERSON RENNE MARCELINO DA SILVA;[UNOPAR] - JAICOS/PI - I(14060498);0;64;64;SIM; NÃO;NÃO;NÃO;0;0%;0;0;38;9;24%;0;0;0%;0;0;0%;4;0;0%;42;9;21%
SUL;EM BRANCO;SEM INF;[UNOPAR] - JARAGUA DO SUL/SC - II(13931732);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
CENTRO OESTE/NORTE;CARLOS SOARES;GI-GABRIEL PEREIRA DE OLIVEIRA;[UNOPAR] - JATAI/GO - I(3736);82;276;194;SIM; NÃO;NÃO;NÃO;0;0%;0;0;427;168;39%;1;0;0%;0;0;0%;25;8;32%;453;176;39%
NORDESTE;EM BRANCO;SEM INF;[UNOPAR] - JATAUBA/PE - I(15429369);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
CENTRO OESTE/NORTE;EM BRANCO;SEM INF;[UNOPAR] - JAURU/MT - I(13882527);0;17;17;SIM; NÃO;NÃO;NÃO;0;0%;0;0;44;3;7%;0;0;0%;0;0;0%;1;0;0%;45;3;7%
SUDESTE;EM BRANCO;SEM INF;[UNOPAR] - JECEABA/MG - I(15020911);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUDESTE;EM BRANCO;SEM INF;[UNOPAR] - JEQUITINHONHA/MG - I(13923275);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;MARCOS SANTOS;GI-JILMARA SANDRA DO NASCIMENTO SANTOS;[UNOPAR] - JEREMOABO/BA - I(13762475);0;24;24;SIM; NÃO;NÃO;NÃO;0;0%;0;0;51;14;27%;0;0;0%;0;0;0%;0;1;0%;51;15;29%
SUL;EM BRANCO;SEM INF;[UNOPAR] - JOACABA/SC - I(15074696);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;MARCOS SANTOS;GI-ANTONIO CAETANO NETO;[UNOPAR] - JOAO DOURADO/BA - I(3738);0;91;91;SIM; NÃO;NÃO;SIM;1;0%;0;0;49;21;43%;73;48;66%;0;0;0%;0;1;0%;122;71;58%
REVENUE SHARE;FERNANDO GONTIJO;GE8-JULIANE SKITTBERG;[UNOPAR] - JOAO PESSOA/PB - I(12301274);888;1244;356;SIM; NÃO;SIM;NÃO;0;0%;0;0;195;44;23%;7;18;257%;30;13;43%;25;1;4%;257;76;30%
NORDESTE;EM BRANCO;SEM INF;[UNOPAR] - JOAO PESSOA/PB - III(1051685);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
CENTRO OESTE/NORTE;EM BRANCO;SEM INF;[UNOPAR] - JORDAO/AC - I(13937060);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;EM BRANCO;SEM INF;[UNOPAR] - JOSE DE FREITAS/PI - I(11088976);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;MARCOS SANTOS;SEM INF;[UNOPAR] - JUAZEIRO/BA - I(3120);2;118;116;SIM; NÃO;NÃO;NÃO;0;0%;0;0;0;17;0%;0;0;0%;0;0;0%;0;0;0%;0;24;0%
NORDESTE;EM BRANCO;SEM INF;[UNOPAR] - JUCURUTU/RN - I(15317723);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;EM BRANCO;SEM INF;[UNOPAR] - JUNCO/BA - I(15134251);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
GRANDE SP;EM BRANCO;SEM INF;[UNOPAR] - JUNDIAI/SP - II(1059219);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;EM BRANCO;SEM INF;[UNOPAR] - JUNQUEIRO/AL - I(15043557);0;1;1;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
CENTRO OESTE/NORTE;BERLITO FERREIRA;GE11-ARLEY DUARTE;[UNOPAR] - JURUTI/PA - I(11835622);665;866;201;SIM; NÃO;SIM;SIM;4;19%;0;9;216;89;41%;127;53;42%;0;0;0%;85;43;51%;428;185;43%
NORDESTE;EM BRANCO;SEM INF;[UNOPAR] - JUSSARA/BA - I(15126792);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;EM BRANCO;SEM INF;[UNOPAR] - JUSSIAPE/BA - I(15044926);0;1;1;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
CENTRO OESTE/NORTE;BERLITO FERREIRA;GE3-JUACIMARA GOMES DE OLIVEIRA;[UNOPAR] - LABREA/AM - II(16228559);0;54;54;SIM; NÃO;NÃO;NÃO;0;0%;0;0;54;14;26%;1;0;0%;0;0;0%;34;13;38%;89;27;30%
NORDESTE;EM BRANCO;SEM INF;[UNOPAR] - LAGES DO BATATA/BA - I(15134249);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;EM BRANCO;SEM INF;[UNOPAR] - LAGOA NOVA/RN - I(13880523);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUL;EM BRANCO;SEM INF;[UNOPAR] - LAGUNA/SC - I(1059156);0;12;12;SIM; NÃO;NÃO;NÃO;0;0%;0;0;0;3;0%;0;0;0%;0;0;0%;0;0;0%;0;3;0%
SUDESTE;EM BRANCO;SEM INF;[UNOPAR] - LAJE DO MURIAE/RJ - I(15220807);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;EM BRANCO;SEM INF;[UNOPAR] - LAJEADO NOVO/MA - I(15047883);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;EM BRANCO;SEM INF;[UNOPAR] - LAJEDO/PE - I(11088978);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;EM BRANCO;SEM INF;[UNOPAR] - LAJES/RN - I(13823362);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUDESTE;EM BRANCO;SEM INF;[UNOPAR] - LAJINHA/MG - I(13937208);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUDESTE;EM BRANCO;SEM INF;[UNOPAR] - LAJINHA/MG - II(15197698);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUDESTE;EM BRANCO;SEM INF;[UNOPAR] - LAMIM/MG - I(15114365);0;3;3;SIM; NÃO;NÃO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;EM BRANCO;SEM INF;[UNOPAR] - LAPAO/BA - I(15124750);0;4;4;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;EM BRANCO;SEM INF;[UNOPAR] - LAURO DE FREITAS/BA - I(3127);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;EM BRANCO;SEM INF;[UNOPAR] - LAURO DE FREITAS/BA - II(15074698);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;EM BRANCO;SEM INF;[UNOPAR] - LAVRAS DA MANGABEIRA/CE - I(14109744);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUL;EM BRANCO;SEM INF;[UNOPAR] - LAVRAS DO SUL/RS - I(14702367);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUL;EM BRANCO;SEM INF;[UNOPAR] - LAVRAS DO SUL/RS - I(15074699);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;MARCOS SANTOS;GE10-NAILDE DE SOUZA REGO OLIVEIRA;[UNOPAR] - LENCOIS/BA - I(15111085);0;25;25;SIM; NÃO;NÃO;SIM;1;0%;0;0;29;9;31%;0;0;0%;0;0;0%;0;0;0%;29;9;31%
SUL;EM BRANCO;SEM INF;[UNOPAR] - LIBERATO SALZANO/RS - I(1051569);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;EM BRANCO;SEM INF;[UNOPAR] - LICINIO DE ALMEIDA/BA - I(15185079);0;1;1;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
CENTRO OESTE/NORTE;EM BRANCO;SEM INF;[UNOPAR] - LIMOEIRO DO AJURU/PA - I(15020909);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUDESTE;EM BRANCO;SEM INF;[UNOPAR] - LINHARES/ES - II(8551);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUL;ANTONIO FERNANDES;GE4-DARCI CRUZ;[UNOPAR] - LOANDA/PR - I(8556);0;45;45;SIM; NÃO;NÃO;SIM;4;67%;0;0;54;38;71%;0;0;0%;0;0;0%;4;0;0%;58;38;65%
SUDESTE;EM BRANCO;SEM INF;[UNOPAR] - LONTRA/MG - I(15118073);0;9;9;SIM; NÃO;NÃO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
REVENUE SHARE;JOAO BOIANI;GE2-FABIO DANTAS CARNEIRO;[UNOPAR] - LUZIANIA/GO - I(7065);983;1398;415;SIM; NÃO;SIM;SIM;1;57%;1;15;133;95;71%;16;13;82%;75;55;73%;107;84;78%;332;247;74%
CENTRO OESTE/NORTE;EM BRANCO;SEM INF;[UNOPAR] - LUZIANIA/GO - II(15149401);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;RODRIGO BONFIM;GE3-MARIA DOLORES FRANCO AMORIM;[UNOPAR] - LUZILANDIA/PI - I(15429361);202;246;44;SIM; NÃO;NÃO;SIM;1;0%;0;0;39;56;143%;0;0;0%;0;0;0%;2;1;50%;41;57;138%
SUDESTE;SILVIA CUNHA;GE20-ANTONIO CARLOS DANTAS;[UNOPAR] - MACAE/RJ - I(1051691);2695;3386;691;SIM; NÃO;SIM;SIM;6;1%;1;4;486;249;51%;163;70;43%;0;0;0%;536;287;54%;1186;606;51%
SUDESTE;EM BRANCO;SEM INF;[UNOPAR] - MACAE/RJ - II(14609935);0;3;3;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;EM BRANCO;SEM INF;[UNOPAR] - MACAIBA/RN - I(11346060);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;EM BRANCO;SEM INF;[UNOPAR] - MACAJUBA/BA - I(15108776);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;EM BRANCO;SEM INF;[UNOPAR] - MACARANI/BA - I(14703866);0;2;2;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;MARCOS SANTOS;GE10-NAILDE DE SOUZA REGO OLIVEIRA;[UNOPAR] - MACAUBAS/BA - I(4292);142;211;69;SIM; NÃO;NÃO;SIM;3;0%;0;0;76;34;45%;0;1;0%;0;0;0%;106;14;13%;182;49;27%
NORDESTE;EM BRANCO;SEM INF;[UNOPAR] - MACURURE/BA - I(15144681);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;EM BRANCO;SEM INF;[UNOPAR] - MADALENA/CE - I(15074463);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
CENTRO OESTE/NORTE;EM BRANCO;SEM INF;[UNOPAR] - MAE DO RIO/PA - I(15085325);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;EM BRANCO;SEM INF;[UNOPAR] - MAIQUINIQUE/BA - I(14935414);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;EM BRANCO;SEM INF;[UNOPAR] - MAIRI/BA - I(15051209);0;2;2;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;EM BRANCO;SEM INF;[UNOPAR] - MAMANGUAPE/PB - I(11346061);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
CENTRO OESTE/NORTE;EM BRANCO;SEM INF;[UNOPAR] - MANCIO LIMA/AC - I(14060714);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUL;EM BRANCO;SEM INF;[UNOPAR] - MANDAGUACU/PR - I(15375875);0;1;1;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUDESTE;MARCOS MALACARNE;GI-MAXILIANO RANIERY NASCIMENTO VIEIRA;[UNOPAR] - MANGA/MG - I(3135);26;63;37;SIM; NÃO;NÃO;NÃO;0;0%;0;0;33;17;52%;0;0;0%;0;0;0%;2;2;96%;35;19;54%
SUDESTE;SILVIA CUNHA;GI-ADRIANO DOS SANTOS CUNHA;[UNOPAR] - MANGARATIBA/RJ - I(12338072);0;96;96;SIM; NÃO;NÃO;NÃO;0;17%;0;0;73;21;29%;0;0;0%;0;0;0%;6;2;36%;79;25;32%
SUL;EM BRANCO;SEM INF;[UNOPAR] - MANGUEIRINHA/PR - I(15038699);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUDESTE;MARCOS MALACARNE;GI-DOUGLAS CAMILLO DE ALMEIDA;[UNOPAR] - MANTENA/MG - I(3138);1;121;120;SIM; NÃO;NÃO;NÃO;0;0%;0;0;70;39;56%;0;0;0%;0;0;0%;0;4;0%;70;44;63%
NORDESTE;RODRIGO BONFIM;GE8-JEFTER FERNANDES;[UNOPAR] - MARACAS/BA - I(14027938);58;140;82;SIM; NÃO;NÃO;NÃO;0;0%;0;7;67;34;51%;0;0;0%;0;0;0%;8;1;12%;75;35;47%
NORDESTE;EM BRANCO;SEM INF;[UNOPAR] - MARAGOGIPE/BA - I(15010351);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;EM BRANCO;SEM INF;[UNOPAR] - MARAGOGIPE/BA - I(15074700);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUDESTE;SILVIA CUNHA;GI-ANGELA CHRISTINA TOGNERI;[UNOPAR] - MARATAIZES/ES - I(1074601);0;268;268;SIM; NÃO;NÃO;NÃO;0;21%;0;0;82;53;65%;7;2;30%;0;0;0%;55;13;24%;144;70;49%
NORDESTE;EM BRANCO;SEM INF;[UNOPAR] - MARAVILHA/AL - I(15185071);0;1;1;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUL;EM BRANCO;SEM INF;[UNOPAR] - MARIALVA/PR - I(12686611);0;1;1;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUDESTE;SILVIA CUNHA;GE20-ANTONIO CARLOS DANTAS;[UNOPAR] - MARICA/RJ -I(11256707);1107;1717;610;SIM; NÃO;SIM;SIM;4;0%;1;63;224;90;40%;2;27;1198%;0;0;0%;168;84;50%;394;201;51%
SUDESTE;EM BRANCO;SEM INF;[UNOPAR] - MARILANDIA/ES - I(15429363);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;EM BRANCO;SEM INF;[UNOPAR] - MATA DE SAO JOAO/BA - I(13935801);0;2;2;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUL;EM BRANCO;SEM INF;[UNOPAR] - MATELANDIA/PR - I(15039911);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUDESTE;EM BRANCO;SEM INF;[UNOPAR] - MATIAS BARBOSA/MG - I(15069740);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUDESTE;EM BRANCO;SEM INF;[UNOPAR] - MATIAS CARDOSO/MG - I(14000496);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUL;EM BRANCO;SEM INF;[UNOPAR] - MATINHOS/PR - I(3981);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
CENTRO OESTE/NORTE;BERLITO FERREIRA;GE3-JUACIMARA GOMES DE OLIVEIRA;[UNOPAR] - MAUES/AM - II(16784888);0;192;192;SIM; NÃO;NÃO;NÃO;0;0%;0;0;97;73;75%;6;2;33%;0;0;0%;199;97;49%;302;172;57%
SUL;EM BRANCO;SEM INF;[UNOPAR] - MEDIANEIRA/PR - I(14091508);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
CENTRO OESTE/NORTE;EM BRANCO;SEM INF;[UNOPAR] - MEDICILANDIA/PA - I(15050491);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUDESTE;CONSUELO NOBREGA;GI-MIRELY DA SILVA JORGE;[UNOPAR] - MEDINA/MG - I(1051573);0;110;110;SIM; NÃO;NÃO;NÃO;0;33%;0;0;119;58;49%;0;0;0%;0;0;0%;1;1;84%;120;59;49%
CENTRO OESTE/NORTE;BERLITO FERREIRA;GE11-ARLEY DUARTE;[UNOPAR] - MELGACO/PA - I(15074702);61;101;40;SIM; NÃO;SIM;SIM;3;33%;0;175;96;47;49%;0;0;0%;0;0;0%;0;0;0%;96;47;49%
SUDESTE;CONSUELO NOBREGA;GI-LUCIENY ANTUNES DE PAIVA;[UNOPAR] - MERCES/MG - I(4045);0;111;111;SIM; NÃO;NÃO;NÃO;0;56%;0;0;31;24;77%;0;1;0%;0;0;0%;1;0;0%;32;27;84%
NORDESTE;MARCOS SANTOS;GE7-JOSE RICARDO REQUIAO & MARIA ALICE;[UNOPAR] - MIGUEL CALMON/BA - I(3145);0;133;133;SIM; NÃO;NÃO;SIM;1;0%;0;0;67;38;57%;0;6;0%;0;0;0%;39;5;13%;106;49;46%
CENTRO OESTE/NORTE;CARLOS SOARES;GE12-NEUSA DIVINA DA SILVEIRA FERREIRA;[UNOPAR] - MINACU/GO - I(12205273);130;291;161;SIM; NÃO;NÃO;SIM;4;0%;0;0;116;119;102%;1;2;201%;0;0;0%;48;124;257%;165;245;148%
SUDESTE;EM BRANCO;SEM INF;[UNOPAR] - MIRACEMA/RJ - I(12338063);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;EM BRANCO;SEM INF;[UNOPAR] - MIRANTE/BA - I(15134239);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
GRANDE SP;EM BRANCO;SEM INF;[UNOPAR] - MOGI DAS CRUZES/SP - II(2007000);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;EM BRANCO;SEM INF;[UNOPAR] - MOMBACA/CE - I(13945338);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUDESTE;EM BRANCO;SEM INF;[UNOPAR] - MONTALVANIA/MG - I(15142361);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUDESTE;EM BRANCO;SEM INF;[UNOPAR] - MONTANHA/ES - I(15057030);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;EM BRANCO;SEM INF;[UNOPAR] - MONTE ALEGRE DE SERGIPE/SE - I(15047887);0;1;1;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;EM BRANCO;SEM INF;[UNOPAR] - MONTE ALEGRE DO PIAUI/PI - I(13835531);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUDESTE;EM BRANCO;SEM INF;[UNOPAR] - MONTE AZUL/MG - I(1059579);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUDESTE;EM BRANCO;SEM INF;[UNOPAR] - MONTE CARMELO/MG - I(14616850);0;2;2;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;EM BRANCO;SEM INF;[UNOPAR] - MONTE SANTO/BA - I(15074704);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;EM BRANCO;SEM INF;[UNOPAR] - MONTEIRO/PB - I(11088990);0;3;3;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;EM BRANCO;SEM INF;[UNOPAR] - MONTEIRO/PB - II(15090228);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
